Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,333539,351021,0
1951,0,3615.66666666667,361854,365378,0
1952,0,7534,343180.333333333,359225,0
1953,40.6666666666667,28301.3333333333,238984.333333333,364799,0
1954,40.6666666666667,35873,153667.333333333,351655.333333333,0
1955,40.6666666666667,54138,84975,353279,0
1956,0,61930.3333333333,93403.3333333333,349876.333333333,0
1957,239.666666666667,62017.6666666667,101927.333333333,353627,0
1958,239.666666666667,49768.3333333333,172465.333333333,326441.666666667,497
1959,239.666666666667,42492.3333333333,252533,270161.333333333,1092.66666666667
1960,37.6666666666667,41466.3333333333,288453.333333333,257112.333333333,2105
1961,73.3333333333333,40994.3333333333,304341.666666667,254179,2224
1962,73.3333333333333,41664.3333333333,285994,273908,2381.66666666667
1963,35.6666666666667,67125.3333333333,220828.666666667,267403.333333333,2383.66666666667
1964,0,91485.3333333333,134569,313481,2310.66666666667
1965,36.3333333333333,92896.6666666667,83272.6666666667,358614.333333333,2204.66666666667
1966,80.3333333333333,82717.3333333333,113828.666666667,385290.333333333,1682
1967,139.666666666667,85508,201102.333333333,327371.333333333,1733
1968,164.333333333333,82707,262413.333333333,288401,1739
1969,192.666666666667,88329,312398,250023.666666667,2303.33333333333
1970,567.666666666667,83328.3333333333,307332.666666667,265143,2703
1971,948,95135.3333333333,309010.666666667,268907.666666667,3273.33333333333
1972,1316.66666666667,88262.6666666667,350708,263978,2941.66666666667
1973,1327.66666666667,88282.3333333333,366755.666666667,274866,2963.33333333333
1974,925.333333333333,88099.6666666667,388177.333333333,288182.333333333,3333
1975,532.333333333333,93373.3333333333,383795.333333333,315280.333333333,4884.33333333333
1976,343.333333333333,96693,415244.666666667,350523,6136
1977,1716.33333333333,100112.666666667,461979.333333333,392788.666666667,5513.66666666667
1978,2844.33333333333,101499,497781.666666667,427586.666666667,4622.66666666667
1979,4262,94809.6666666667,496014.333333333,486238,3192
1980,4441,86411,617317,400469.666666667,3113.33333333333
1981,3867.33333333333,85847.3333333333,773936.333333333,309520,2516.66666666667
1982,2824.66666666667,88016.6666666667,992916.333333333,174695,2168.66666666667
1983,2068.66666666667,92341.3333333333,1135863,159316.333333333,1937.33333333333
1984,2679,94832.3333333333,1197960.33333333,152277,1178
1985,2803,90631.6666666667,1225751.33333333,128797.333333333,1278.66666666667
1986,3473,81776.6666666667,1118733.33333333,176323.333333333,1756.66666666667
1987,4014.66666666667,74802.6666666667,1090393.33333333,207079.333333333,3071
1988,4662.33333333333,74438,1025821,257867.333333333,3753
1989,4353.66666666667,90167,1004913.66666667,238276.666666667,3946.66666666667
1990,4148.33333333333,91442.3333333333,1040754.66666667,253821.333333333,4648
1991,4398,111583.666666667,1034449.33333333,239926.333333333,5230.66666666667
1992,4645.33333333333,113925.666666667,1072780.33333333,199110.333333333,6109.33333333333
1993,4459,247689.666666667,868026,133736,6426
1994,4425.33333333333,311024.333333333,744177.333333333,100705,6984
1995,4965,340423.666666667,691555.666666667,76958.3333333333,6439.33333333333
1996,4100,241645,777081,83598,8542.66666666667
1997,23606,183706.333333333,821391,65667,8413.66666666667
1998,22267.3333333333,261417.666666667,691054,72185.6666666667,10320.3333333333
1999,37675.6666666667,302275,571020,51950.6666666667,10846.3333333333
2000,35702.6666666667,387624,434552.666666667,49473,13921.3333333333
2001,40257.3333333333,359938,366940.333333333,42929.3333333333,15584
2002,29946,413514.333333333,236846.333333333,40270.3333333333,15950.3333333333
2003,16033.6666666667,441467.666666667,129234,37785.3333333333,16601
2004,14763.6666666667,479687,55379.6666666667,38401,16971.6666666667
2005,16585,445064,76945.3333333333,46359.6666666667,18406.6666666667
2006,16480,373334,164195.666666667,54526,21705
2007,17082.3333333333,272414.333333333,282405.666666667,66684,25412.3333333333
2008,14741.6666666667,281688,266345.666666667,71639.3333333333,32281.6666666667
2009,14496,337010.333333333,200504.333333333,79163.3333333333,35865
2010,14667,444894,76807,86319,38670
