Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,3038,190016,0
1951,0,0,2840,186060.666666667,0
1952,0,0,4031.66666666667,184121.333333333,0
1953,0,0,7305.66666666667,184183.333333333,0
1954,0,276.666666666667,7661.66666666667,187173,0
1955,114.666666666667,276.666666666667,6912,199818.666666667,0
1956,214.333333333333,276.666666666667,17869.3333333333,210187.666666667,0
1957,214.333333333333,338.666666666667,17035.3333333333,226767.666666667,0
1958,99.6666666666667,632,16105.3333333333,223510.333333333,0
1959,0,1161.33333333333,16130,232207.333333333,0
1960,0,1164,29142.3333333333,225049.666666667,0
1961,0,1157.33333333333,29166,246017.666666667,0
1962,0,1105.33333333333,14516,256797.666666667,0
1963,0,1094.66666666667,23024.6666666667,275040,0
1964,0,1304,44772.6666666667,270751.333333333,0
1965,0,1111,65704.3333333333,277942.333333333,0
1966,0,971,64348.6666666667,295191.333333333,0
1967,0,642.666666666667,89577,307531,0
1968,0,514,105306.666666667,315674.666666667,0
1969,0,524,139484,312930,0
1970,0,769.333333333333,142041.666666667,332369.333333333,0
1971,0,12736.3333333333,129838.666666667,337880.666666667,0
1972,24.6666666666667,24381.6666666667,123229,352393.666666667,0
1973,61.3333333333333,34358.6666666667,121082.333333333,358391.333333333,0
1974,225.333333333333,22263.6666666667,155445.666666667,391589,0
1975,264.333333333333,10445,180742,418663,0
1976,250,1397,197291.333333333,444770.333333333,0
1977,111.333333333333,2338,216686,461722,0
1978,130.333333333333,3288,223063,479939.666666667,0
1979,244.333333333333,11879.6666666667,222334,489984.333333333,0
1980,269.333333333333,12078,219496.333333333,491284.333333333,0
1981,236,11940.3333333333,223372.666666667,510567.333333333,569.666666666667
1982,430.333333333333,2886.66666666667,271962,527387,569.666666666667
1983,380,2715,304870.666666667,567280,1257.66666666667
1984,421.333333333333,11997.6666666667,305201.333333333,577260,1097.33333333333
1985,361,18344.6666666667,272113.666666667,615591.333333333,1097.33333333333
1986,735.666666666667,33873,238663.666666667,646161.333333333,409.333333333333
1987,1008,44254.6666666667,231512.333333333,685264.666666667,0
1988,1009.66666666667,39872.6666666667,270836,731274.333333333,0
1989,873.666666666667,25392,307084.333333333,768404.333333333,0
1990,692.333333333333,13279.3333333333,384637.666666667,778135.333333333,148.666666666667
1991,809,20735,442541.333333333,761537.666666667,148.666666666667
1992,950.666666666667,36182.6666666667,541819.666666667,722730,148.666666666667
1993,1144.33333333333,43264.3333333333,660797,693936,0
1994,1067,44491.6666666667,773285.333333333,676020.666666667,0
1995,1024,41987.6666666667,866473,689839,63.6666666666667
1996,988.333333333333,31140.6666666667,916002.333333333,733634.333333333,63.6666666666667
1997,876.666666666667,36962.3333333333,969722,734419,260.333333333333
1998,1019.33333333333,31543.3333333333,1089040,709255,222.666666666667
1999,918.333333333333,47865,1174399.33333333,655959.333333333,2928.33333333333
2000,956,68238.3333333333,1157265.66666667,615600,3824.33333333333
2001,1541.33333333333,102354.333333333,1063507,577419.666666667,4767.33333333333
2002,1521,128030.333333333,979851.333333333,556998.666666667,4502
2003,2116.66666666667,137655.666666667,1035485.33333333,561324,6455.66666666667
2004,2691.33333333333,146047,1025571,572273.666666667,5823
2005,4089.66666666667,149427,1081337,593432.333333333,4020
2006,4521.66666666667,148122.666666667,1054141.33333333,611142.333333333,2468.33333333333
2007,4603.33333333333,128778,1115231,645156.666666667,3811.33333333333
2008,4800,114787.666666667,1118720.33333333,685217.333333333,4171.66666666667
2009,4931.66666666667,102995.666666667,1119300.66666667,753957,5161.33333333333
2010,4190,102756,1063734,837731,7453
