Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,40753,4690,0
1951,0,1964,29350.6666666667,6107.66666666667,0
1952,0,5181,17646,6979.33333333333,0
1953,112.333333333333,6627.33333333333,8918.33333333333,7986.33333333333,0
1954,252.666666666667,7221.66666666667,2634.33333333333,8834.66666666667,0
1955,281.333333333333,6239.33333333333,1208,10560.3333333333,0
1956,212,6377.66666666667,2909.33333333333,10684.6666666667,0
1957,86,7099.66666666667,3401.66666666667,11187,0
1958,83.6666666666667,7288,3934.33333333333,11288.3333333333,0
1959,304.333333333333,7632.33333333333,2618.33333333333,11785.3333333333,0
1960,328.333333333333,7671.66666666667,3485.33333333333,12077.6666666667,0
1961,325,8088.66666666667,3639.66666666667,11819,0
1962,76.3333333333333,7840.66666666667,3922.66666666667,12331.3333333333,0
1963,55.3333333333333,7899.33333333333,3510.33333333333,11806.6666666667,0
1964,49.3333333333333,7517,3246,11527.6666666667,0
1965,63.3333333333333,7273.66666666667,3069.66666666667,11068.3333333333,0
1966,64.3333333333333,7352.33333333333,2728,11123.6666666667,0
1967,56.6666666666667,6880.66666666667,4955.66666666667,11799.6666666667,0
1968,297.666666666667,6627,7200.33333333333,11814.3333333333,0
1969,283,6799,9226.66666666667,11365.6666666667,0
1970,281,7465.66666666667,8799.33333333333,10239.3333333333,0
1971,288,8161,8018,9856.66666666667,0
1972,288,8440.66666666667,10823,9961,0
1973,284.666666666667,9559.66666666667,10327,10202.6666666667,0
1974,8,10529.6666666667,10139.6666666667,10810.3333333333,0
1975,11,11747.3333333333,6975.66666666667,11431.6666666667,0
1976,16.3333333333333,11523,8295,12341.3333333333,0
1977,28.3333333333333,12366.3333333333,10982,13319.6666666667,0
1978,44.6666666666667,12572,15587.3333333333,12683.6666666667,0
1979,48.6666666666667,13510.6666666667,19552,12107.3333333333,0
1980,139,13733.3333333333,22106.3333333333,12736.3333333333,0
1981,120,12756.6666666667,24377.3333333333,12912.3333333333,0
1982,116,11473,25101.3333333333,12766,0
1983,27.6666666666667,9669,27241.3333333333,10999.3333333333,0
1984,28.6666666666667,10779.6666666667,29295.3333333333,14714.3333333333,59.3333333333333
1985,26.3333333333333,11254,38837,13611.3333333333,115
1986,34.6666666666667,11906.6666666667,49954.3333333333,12459.3333333333,175.333333333333
1987,147.333333333333,10197.3333333333,53261.6666666667,8223.33333333333,226
1988,466.666666666667,11001.3333333333,39446.3333333333,5753.66666666667,223
1989,1088.66666666667,9708.33333333333,24182.3333333333,3348,363.666666666667
1990,1231,9309.66666666667,14330.6666666667,432.666666666667,253.666666666667
1991,1245,7203,13980.3333333333,442.666666666667,253.666666666667
1992,1039,10282.6666666667,8538,437.666666666667,107
1993,1430.66666666667,14068,3680,463.333333333333,107
1994,1847.33333333333,13480.3333333333,5844.33333333333,431,81.6666666666667
1995,2022.33333333333,10627.3333333333,11314.3333333333,385.333333333333,56.6666666666667
1996,2104.66666666667,6620.33333333333,11400.3333333333,357.333333333333,56.6666666666667
1997,2165.66666666667,6846,6049,412.333333333333,104
1998,2422.66666666667,5225.33333333333,1156.66666666667,348,74.6666666666667
1999,2535.33333333333,4411.66666666667,1539.33333333333,339.333333333333,74.6666666666667
2000,2327,3503.33333333333,1420,252,20
2001,2461.66666666667,3396.66666666667,1099.33333333333,292.333333333333,39
2002,3048.33333333333,2397.33333333333,841.333333333333,267,59
2003,3317,1879.66666666667,583.333333333333,369.666666666667,73
2004,3049,1610.66666666667,343,397.666666666667,69
2005,2232.33333333333,1588,208,369,313.333333333333
2006,1857.33333333333,1626,1885.66666666667,225.333333333333,563
2007,1791,1987.66666666667,2477,146.333333333333,719.333333333333
2008,1936,2471.66666666667,2998.66666666667,111.666666666667,622
2009,2186.66666666667,2652.33333333333,2178,121.666666666667,528.333333333333
2010,2262,2414,2571,133,570
