Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,147756,0
1951,0,0,42285.3333333333,178707.333333333,0
1952,0,0,87754.3333333333,204695,0
1953,0,0,93091,258954,0
1954,0,0,164743.666666667,270213,0
1955,0,0,195649,273942,0
1956,0,0,314163.666666667,211154.333333333,0
1957,0,0,362026,202151.666666667,0
1958,0,0,420901.333333333,203613.666666667,0
1959,0,0,394377,228180.666666667,0
1960,0,0,418206.666666667,230214,0
1961,0,0,453922.333333333,220086.666666667,0
1962,0,16070.3333333333,494139,207673.333333333,0
1963,0,76742,372709,234568.666666667,0
1964,0,92469,310452.666666667,265402.333333333,0
1965,0,95044.3333333333,277363.666666667,293108.666666667,0
1966,0,53646,329151,329634,0
1967,6.33333333333333,87210,295991,384272.333333333,0
1968,12,105380.666666667,269263.333333333,449065.666666667,0
1969,12,127092,236778.666666667,515375.333333333,0
1970,85,135033.666666667,224375,600661,0
1971,91,157525,428182,471895,0
1972,98.3333333333333,129465,785636,313624.333333333,0
1973,350.666666666667,126828.333333333,1067547.66666667,107893,0
1974,401,80840.3333333333,1188390.33333333,105541,0
1975,483.666666666667,117812.666666667,1106453.33333333,108307,0
1976,302.666666666667,80080,1175740.33333333,109524.666666667,0
1977,309.666666666667,95215.6666666667,1084106,108590,0
1978,294,74384.6666666667,1063297,100125.333333333,0
1979,250.666666666667,122151,930238.333333333,96551,0
1980,272.666666666667,156381.666666667,913121.333333333,86769.3333333333,0
1981,286.666666666667,192680.666666667,919612,80777.6666666667,0
1982,561.666666666667,202053,990337.333333333,67677,0
1983,797,211262.333333333,1103808.33333333,75461.6666666667,276.666666666667
1984,1261,228860.666666667,1208790,104167.666666667,616.666666666667
1985,1400.33333333333,213612.666666667,1382706.33333333,143146.333333333,968
1986,1563.66666666667,197430,1466268,168528.333333333,1450
1987,1720,152389,1538323,183983.333333333,1212.66666666667
1988,3286,117213,1466518,182140.333333333,1369.66666666667
1989,3868.66666666667,84314.6666666667,1391931.66666667,187510.666666667,933.666666666667
1990,5074.66666666667,95720,1161679.33333333,134534.666666667,1193
1991,8881.66666666667,124421,1030193,99491.3333333333,1021.66666666667
1992,13079.6666666667,339956.666666667,710225,54413.6666666667,975.666666666667
1993,14917.6666666667,485437.666666667,528011.666666667,55500.3333333333,1730.66666666667
1994,14399,667961.333333333,293045,51126,2262.33333333333
1995,10370.6666666667,667252,272694.666666667,49851.6666666667,9321
1996,11316.6666666667,671820.666666667,228015.666666667,49309.6666666667,8743
1997,17242.3333333333,605775.333333333,193311,48745.6666666667,15591.6666666667
1998,17877.6666666667,502438.666666667,161402,49948,28324.6666666667
1999,14862.3333333333,417117,160408.666666667,50915.3333333333,52668.3333333333
2000,6192.66666666667,356595.333333333,153571,50245.3333333333,73279.3333333333
2001,5898,335610.333333333,251695.333333333,57303.6666666667,69859
2002,11622,359035,307325.333333333,81148.3333333333,58774.6666666667
2003,15888.3333333333,361320,345528.666666667,107366.666666667,50644
2004,20621.6666666667,355636.666666667,304584.666666667,124792.666666667,48962.3333333333
2005,17840.3333333333,327645.666666667,287648.666666667,128115,49299.6666666667
2006,15543.3333333333,320637.666666667,315000.333333333,118513.333333333,42419
2007,14738,318333.666666667,329474,111540.333333333,38816
2008,13932,313392.666666667,340392,101181,36246.3333333333
2009,14698,329542.666666667,328942,105027,33421
2010,16102,358988,300695,110457,31475
