Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,181466,126718,0
1951,0,0,187809.666666667,118826.333333333,0
1952,0,0,219535.666666667,98087.3333333333,0
1953,0,0,245430,87251.3333333333,0
1954,105,124.333333333333,283280.666666667,76332.6666666667,0
1955,207.666666666667,1502.33333333333,287594,80065.6666666667,0
1956,329.333333333333,2744.33333333333,306207.333333333,70861,0
1957,353.333333333333,4025,309331.666666667,72109,0
1958,378,4360,326123.333333333,69436.3333333333,0
1959,407,4749.66666666667,349223.333333333,69829.3333333333,0
1960,345.333333333333,6406.33333333333,392599.666666667,75112.3333333333,0
1961,342.666666666667,7081.33333333333,430056.666666667,76199.6666666667,0
1962,422.666666666667,8469,448630,80507,0
1963,511,10111.3333333333,462914.333333333,79107.6666666667,0
1964,663,12501,467952,93237,0
1965,737.666666666667,15468,464356.666666667,100647.333333333,0
1966,1365.33333333333,16665.3333333333,434371,107654.333333333,0
1967,1864.66666666667,29577,404679.666666667,99703.3333333333,0
1968,2102,43724.6666666667,400858,77071,0
1969,2018.66666666667,55419,418608,53104,0
1970,1618.33333333333,68701.3333333333,359671.666666667,35084.3333333333,0
1971,1589,79599,320682.333333333,28587,0
1972,1651,92314.6666666667,278535,26403,0
1973,1960,116184.666666667,276250,22527.3333333333,0
1974,2389.33333333333,117612.333333333,292904.333333333,23767,1181.33333333333
1975,2329,133501.333333333,269534,22754.3333333333,1213.33333333333
1976,2012.66666666667,153894.666666667,270947,24875.3333333333,1734.66666666667
1977,2660,169717.333333333,238385,24152,4124.33333333333
1978,3364.33333333333,157398.333333333,222830,24060.6666666667,7465
1979,4028,129261.666666667,235401,20092,8980.33333333333
1980,3422.66666666667,124112.333333333,224102.666666667,20363.3333333333,10386.3333333333
1981,4203.66666666667,135499,222127.666666667,20944.3333333333,8880
1982,4077,140004.666666667,198904.666666667,21660.3333333333,8331
1983,3873.66666666667,142098.333333333,199666.666666667,22349.6666666667,7411
1984,5557.66666666667,139745.666666667,192284,22685,7715.66666666667
1985,8267.66666666667,128603.333333333,193044.333333333,25021.3333333333,8114
1986,9101.66666666667,123357.333333333,179565.333333333,27145,5807.66666666667
1987,10073,121068,164291,28769.6666666667,4902.33333333333
1988,12385.6666666667,106488.333333333,164072.666666667,28232.3333333333,8883.33333333333
1989,14434.6666666667,96117.3333333333,163556.333333333,28028.3333333333,12632.3333333333
1990,16443.3333333333,81321.6666666667,170792,27084.6666666667,15131.6666666667
1991,15331.6666666667,85517.3333333333,171170,26820,13030.3333333333
1992,15909.3333333333,85764.3333333333,169748.666666667,24626.6666666667,12266.3333333333
1993,13010,89684,164836,23427.6666666667,13192
1994,13535.3333333333,91172.3333333333,169433.666666667,18474,14159
1995,13245,92941.3333333333,178060.666666667,14835.3333333333,13231.3333333333
1996,12874.6666666667,122267,177045.333333333,8973.33333333333,12855.6666666667
1997,11925.6666666667,145872.333333333,169081,8208.66666666667,11525.6666666667
1998,13427.6666666667,170283.333333333,153216.666666667,6698.66666666667,10831.6666666667
1999,14432.3333333333,161643.333333333,141576.333333333,9183,11981.3333333333
2000,15978,155425.333333333,134793.333333333,9687.33333333333,13459
2001,15383.6666666667,143439,111924.333333333,11406,14818.3333333333
2002,17159.6666666667,142345.333333333,90659,11198.6666666667,13607
2003,18897,143325.333333333,64807.3333333333,13291,12664
2004,19261.6666666667,144086.333333333,75449.3333333333,13062.3333333333,13535.6666666667
2005,19556,145142.333333333,86073.3333333333,12374,14275.6666666667
2006,17254.3333333333,151818.666666667,90765.6666666667,10936.3333333333,16969
2007,17389,156540.666666667,81862.3333333333,11411.6666666667,18110.3333333333
2008,17672.6666666667,153121.666666667,78000.3333333333,11332,19380
2009,17378.6666666667,143871.666666667,77102,12517.3333333333,20867
2010,15240,142079,73126,14879,24353
