Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,63917,8810,0
1951,0,0,75725.3333333333,11893.6666666667,0
1952,0,0,84625.6666666667,15032,0
1953,0,0,99872.6666666667,21031,0
1954,0,19073,81303,19616,0
1955,0,19359,81176.3333333333,21813.3333333333,0
1956,0,19359,63973,20617.3333333333,0
1957,0,286,84744,26837.6666666667,0
1958,0,0,86377.6666666667,30684.3333333333,0
1959,0,0,92538.6666666667,35403.6666666667,0
1960,3.33333333333333,229.333333333333,92175,37284.6666666667,0
1961,3.33333333333333,375.666666666667,88698.3333333333,37326.3333333333,0
1962,6,530.666666666667,79505,36727,0
1963,2.66666666666667,560,74075.3333333333,40865.3333333333,0
1964,4,16946,48124.3333333333,43880,0
1965,5.66666666666667,30243,32672.6666666667,40423.3333333333,0
1966,675.333333333333,50829,10773.6666666667,35994.3333333333,0
1967,838.333333333333,34675.3333333333,38408.3333333333,29058.3333333333,0
1968,964.666666666667,21509.3333333333,61517.3333333333,39212.6666666667,0
1969,385.333333333333,963.666666666667,82583.6666666667,58917.3333333333,0
1970,294,838.333333333333,79553,69470.6666666667,0
1971,182,17373,55066.3333333333,64241,0
1972,198.333333333333,32036.6666666667,33854,57262,10.3333333333333
1973,277.333333333333,32065.3333333333,43384.6666666667,64873.3333333333,10.3333333333333
1974,449.666666666667,35081.3333333333,45774.6666666667,77984.3333333333,10.3333333333333
1975,656,36428.6666666667,119344.333333333,57215.6666666667,0
1976,1052,55866.3333333333,132889.666666667,33092.3333333333,0
1977,1597.66666666667,50031,192136.666666667,7779,0
1978,1531.33333333333,47968.6666666667,194134.666666667,6592,0
1979,1797.33333333333,45582.3333333333,220686.333333333,6275,0
1980,1295.66666666667,52177.3333333333,199389.666666667,9253.33333333333,0
1981,1988.33333333333,49935.6666666667,140043.666666667,47255.3333333333,0
1982,1854,50860,123193.666666667,50657.6666666667,0
1983,2353,44106.6666666667,135724.666666667,46024,0
1984,2064,39166.6666666667,221659.333333333,7563.33333333333,0
1985,2199.66666666667,32883.6666666667,247756.666666667,3689,78.3333333333333
1986,2261.66666666667,37713.3333333333,215486,33386,187
1987,2597.33333333333,43998.6666666667,137985,58045.3333333333,251.333333333333
1988,2581.33333333333,51016.6666666667,53507,68937,355.666666666667
1989,2597.33333333333,56004,28644,47294.6666666667,343.333333333333
1990,2353.66666666667,61301.3333333333,9645,44204.6666666667,307
1991,2704.66666666667,62627.3333333333,14596.3333333333,69946.6666666667,148.666666666667
1992,3267.66666666667,61690,67192.6666666667,63354,77.3333333333333
1993,2742.33333333333,68550.6666666667,60633.6666666667,75157.3333333333,1665.33333333333
1994,2515.66666666667,77672,54497,49181,2928
1995,1991.66666666667,70435,103658.666666667,52073,4599.33333333333
1996,2457.66666666667,69514.6666666667,161643.333333333,22099,4718.66666666667
1997,2309.66666666667,61407,211886.666666667,15139.3333333333,4859.33333333333
1998,1598.66666666667,81845.3333333333,114732,15082,6357
1999,1126,108585,59120.6666666667,17881,7990.33333333333
2000,1068,110880.333333333,77217,12691.6666666667,6873.66666666667
2001,1065.66666666667,95675.3333333333,149580,11401,4859.66666666667
2002,1050,61101.3333333333,210409,4047.33333333333,4272
2003,469,79217,162995.666666667,4047.33333333333,7896
2004,2433.66666666667,94491.6666666667,85506.3333333333,0,9928.66666666667
2005,5955.66666666667,103588.666666667,23435,0,10338
2006,14753.6666666667,82049.3333333333,2851.66666666667,0,9641.66666666667
2007,17502.6666666667,64203.6666666667,2928.66666666667,0,9687.66666666667
2008,21458.3333333333,58304,2522.66666666667,0,9923.33333333333
2009,22196,52600.6666666667,10706,0,9994.66666666667
2010,29017,43502,25882,0,9930
