Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,2183,14602,0
1951,0,0,2083,16379.3333333333,0
1952,0,0,1963.33333333333,17556.6666666667,0
1953,0,0,1342,21683.3333333333,0
1954,0,0,3170.66666666667,27468,0
1955,0,0,9302.66666666667,29428.6666666667,0
1956,0,0,14471.3333333333,25597.3333333333,0
1957,0,0,19338.6666666667,24880.6666666667,0
1958,0,387,20009.6666666667,37719.6666666667,0
1959,0,770,22705.3333333333,60039.6666666667,0
1960,0,1212.66666666667,24163.3333333333,91436,0
1961,0,1272,25195.3333333333,124133.666666667,0
1962,0,1438.66666666667,26237.3333333333,148734,0
1963,0,1542,85614,121366.666666667,0
1964,0,1712,84922,134029,0
1965,0,1822.66666666667,142524,105644,0
1966,0,1913,147273.666666667,120990.333333333,0
1967,0,2098.66666666667,211413.666666667,92154.6666666667,0
1968,0,2221.66666666667,207724,91626,0
1969,6,2289,227436.666666667,87978.6666666667,0
1970,23,2159.33333333333,236600.333333333,82505.3333333333,0
1971,34,2638.66666666667,181105.666666667,122732,0
1972,35.3333333333333,3874,107766.333333333,156319.333333333,0
1973,214.666666666667,5773,33447.6666666667,196079.666666667,0
1974,353.666666666667,7402,30213.3333333333,205648.333333333,0
1975,589.333333333333,6523.66666666667,80933.6666666667,254504.333333333,0
1976,482.666666666667,5622.33333333333,306258,206973.666666667,0
1977,510,3767.33333333333,356714,232954.333333333,0
1978,544.666666666667,4106.33333333333,370812.333333333,224135.666666667,0
1979,768,4140,244864,296715,0
1980,1027.66666666667,18710.3333333333,266534,316561,0
1981,924,41423,204837.666666667,388220,0
1982,1072.66666666667,49076,151702.666666667,387594,0
1983,1246.33333333333,56696,263614.333333333,326799.333333333,0
1984,1401.66666666667,45387.3333333333,556596,179872,0
1985,1686.66666666667,75997.3333333333,709075.333333333,125775.666666667,86.6666666666667
1986,1721.66666666667,62909.3333333333,742745,100057,171.333333333333
1987,1609,87437,648048.666666667,129694.666666667,187
1988,1873.66666666667,62066,660224.666666667,157594.333333333,125.333333333333
1989,1893.33333333333,202848,449724.333333333,166185.333333333,194.333333333333
1990,2409.33333333333,202215,387804.666666667,152788.666666667,333.666666666667
1991,4317.66666666667,190848.666666667,347283,145117.333333333,519.666666666667
1992,8021.33333333333,43855.3333333333,583601,132052,613.666666666667
1993,11808.3333333333,41713,680960.333333333,140753.666666667,500
1994,9603.33333333333,46719,770438.333333333,116166.666666667,368
1995,5679,132415,669121,123244,273
1996,2278.33333333333,219971.666666667,499807.666666667,105376,570
1997,10687.3333333333,286801.333333333,322903,108600.333333333,908
1998,11426.6666666667,266523,206174.666666667,109093,45664
1999,10981,210608,232341.666666667,116615.333333333,46715.6666666667
2000,2896.33333333333,205305.333333333,237568.333333333,104565,89609
2001,4949.33333333333,214278.666666667,317689.666666667,94873,47670
2002,5122.66666666667,227916,247669,78359,91617.6666666667
2003,4775.33333333333,222546.666666667,247685,71013.3333333333,51577.6666666667
2004,2557.33333333333,217000.666666667,230914,59016,53135
2005,2590,211554.666666667,280622.666666667,54321.6666666667,15594
2006,3111.33333333333,225884.666666667,364446,36227.6666666667,19714
2007,6013,210111.666666667,460618,24313.3333333333,24421.3333333333
2008,9467.66666666667,224326.666666667,517874.333333333,10447.3333333333,24071
2009,11252.6666666667,213808.333333333,420311,12547,64684.3333333333
2010,8994,204614,243560,16372,144011
