Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,193702,338736,0
1951,0,0,220876,521335.333333333,0
1952,0,0,209479.666666667,552756.333333333,0
1953,0,0,417075.333333333,397049.333333333,0
1954,0,0,592110.333333333,222826.666666667,0
1955,0,459.333333333333,853413.333333333,112854,0
1956,0,931.666666666667,846044.333333333,119997.666666667,0
1957,0,1260.66666666667,876978,127768,0
1958,171,801.333333333333,902210.666666667,141249.333333333,0
1959,296,4988,927893.333333333,136819,0
1960,296,5382.33333333333,659518.666666667,353399.333333333,0
1961,126.666666666667,6087.33333333333,333959,528217.333333333,0
1962,3,1428.33333333333,71568.3333333333,704147.666666667,0
1963,31,730,331050,501278.333333333,0
1964,55,54.6666666666667,663967.666666667,339913.333333333,0
1965,53.6666666666667,1267.33333333333,1097712,158178.666666667,0
1966,25.6666666666667,3015.66666666667,1197299,180891.666666667,0
1967,387.333333333333,77258.3333333333,928897,166343.333333333,0
1968,12853,79962.6666666667,595949.333333333,168209.333333333,0
1969,28641,82426,391154.666666667,175498,119.666666666667
1970,35443.3333333333,8709.33333333333,678119.333333333,156389.333333333,119.666666666667
1971,28613.3333333333,4983.33333333333,934502.666666667,130425.333333333,119.666666666667
1972,19473,5401.33333333333,889743.666666667,58997.6666666667,0
1973,17140,39631.6666666667,670775,45418.6666666667,0
1974,14909,44609,411941.666666667,40023,0
1975,11312.6666666667,82112.3333333333,442475.666666667,31392.6666666667,0
1976,12446.3333333333,126497.333333333,454837.333333333,39542.6666666667,19.6666666666667
1977,14109.3333333333,160439.333333333,449960.333333333,90776.3333333333,19.6666666666667
1978,12218,174427,631777.333333333,90971.6666666667,19.6666666666667
1979,11564,178671.333333333,802442.333333333,74777,0
1980,10484.3333333333,143061,1095772.66666667,21460.6666666667,0
1981,14230,165267,895055.666666667,35677.3333333333,0
1982,28787.3333333333,85333.6666666667,871042.333333333,47747.3333333333,0
1983,55931.3333333333,167038.666666667,585963,45990.3333333333,0
1984,68810,222927.333333333,486063.666666667,48199.6666666667,0
1985,92932.6666666667,292397.666666667,265521.666666667,42875.3333333333,0
1986,95117,270492.333333333,195585.666666667,55673,0
1987,152299.333333333,176292,264736,38876.6666666667,0
1988,150880,186487.666666667,188779,55256,873.666666666667
1989,141495.666666667,190634.333333333,150940,41637.3333333333,2228.33333333333
1990,98980.3333333333,279494,74567.3333333333,45482.6666666667,4323.33333333333
1991,97181.6666666667,316812.666666667,101549.666666667,28079.6666666667,5103.33333333333
1992,85696.6666666667,313277.666666667,204185.666666667,35022.6666666667,61530.3333333333
1993,60758,195679.666666667,345226,31007.3333333333,185341
1994,26966,89484.6666666667,689353.666666667,23543.6666666667,184524.666666667
1995,29168.6666666667,36119,1007514,13744.6666666667,126794.666666667
1996,38018.6666666667,40423.6666666667,1347325.66666667,11749,1176.33333333333
1997,53038,36746.6666666667,1421974.33333333,10803,675
1998,45098.6666666667,37637.3333333333,1406206.66666667,9871.66666666667,23721.3333333333
1999,31412.6666666667,24589.3333333333,1309121.66666667,10768.6666666667,101296
2000,10309.3333333333,78413.6666666667,1216403.66666667,15605.3333333333,160154.333333333
2001,28871.6666666667,135590,1013701.33333333,17798.3333333333,224525.333333333
2002,27248.6666666667,149457,1057992.33333333,17268.3333333333,228173.333333333
2003,29937.3333333333,102248,1148516.33333333,13456,169244.333333333
2004,7617.66666666667,96957.3333333333,1207619,13448.6666666667,157212.666666667
2005,7413.66666666667,94210.6666666667,1112634,19257.6666666667,141264.333333333
2006,6946,136408.333333333,984303.333333333,23210.6666666667,192580
2007,5963.66666666667,132490.333333333,1025053.33333333,26214.3333333333,156575.333333333
2008,27482.3333333333,134607.666666667,1053940.66666667,27237.6666666667,91378.3333333333
2009,43108,78213.3333333333,1110056,31469,40321.6666666667
2010,56307,9040,1141567,37605,1573
