Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,446116,31930,0
1951,0,6364.66666666667,210905.333333333,95915,0
1952,0,18563.6666666667,72624.6666666667,107337.333333333,0
1953,341.666666666667,20772.3333333333,49405,81663.6666666667,0
1954,676.666666666667,22509.3333333333,26990.3333333333,95728,0
1955,1151,21031.6666666667,30497.6666666667,102606,0
1956,1920.33333333333,28348,33186.6666666667,91761,0
1957,2001.33333333333,27619,39899.6666666667,97798,0
1958,2486.66666666667,23194,43111.6666666667,94428.3333333333,0
1959,1929.33333333333,22969.6666666667,48780,91035.6666666667,0
1960,1619,18854,64583.6666666667,71531.3333333333,855.333333333333
1961,743.666666666667,14983.6666666667,76747.3333333333,66203.3333333333,1985.33333333333
1962,252.333333333333,6466.33333333333,90891,66646.3333333333,3220.33333333333
1963,363.666666666667,9393.66666666667,100631.333333333,62470.3333333333,3645
1964,390.333333333333,17693,106474.666666667,61709.6666666667,3326.33333333333
1965,468,22564.6666666667,110338,97322.6666666667,3964
1966,354,26801.3333333333,140608,114499.333333333,3504.33333333333
1967,329.666666666667,36659.6666666667,115092.333333333,158609.333333333,4405.33333333333
1968,288.666666666667,47324.3333333333,155679.333333333,142921.333333333,3528.66666666667
1969,258.333333333333,54169.6666666667,203458.333333333,143278.333333333,4150.66666666667
1970,834.333333333333,51311,276435.666666667,112823,3531
1971,1557.33333333333,49705.3333333333,270694,131670.666666667,2618.33333333333
1972,2372,56462.6666666667,216427.666666667,153610.333333333,1176
1973,3376.33333333333,51842.3333333333,222001.666666667,170134.333333333,83.3333333333333
1974,4806,49466.6666666667,247460.333333333,183884.333333333,0
1975,4300,42849,278112.666666667,201672,1108.33333333333
1976,3071,38301.6666666667,295840.333333333,212971.666666667,2535
1977,1673,40678.6666666667,228874.666666667,247349,4342
1978,1631,35724,243955.333333333,241565.666666667,5116
1979,2603.33333333333,38055.3333333333,262479.666666667,255065.666666667,6152.66666666667
1980,3316.66666666667,32776,383780.666666667,233792.666666667,6876.33333333333
1981,3924,39067.6666666667,432768.666666667,199810.333333333,7448
1982,3668,58394.3333333333,359903.333333333,206453.333333333,6922.66666666667
1983,3018.66666666667,80795.6666666667,261559.666666667,191068,7355
1984,2585.33333333333,94901.3333333333,166461.333333333,234310.333333333,8543.33333333333
1985,2421.66666666667,94430.3333333333,287838,156140.666666667,9649.66666666667
1986,2239.33333333333,93114.6666666667,443807.333333333,88897.6666666667,9258.66666666667
1987,2270.66666666667,88928.3333333333,554403,13424.3333333333,9490
1988,2058.33333333333,97892.6666666667,545654.666666667,15008,10721.6666666667
1989,5580,92392.6666666667,424979.333333333,52508,12374.3333333333
1990,16367.3333333333,90761,289011.333333333,91997.6666666667,13122
1991,19414.3333333333,86714.6666666667,150776.666666667,127977.666666667,25800.3333333333
1992,18098.6666666667,75809.6666666667,104917.666666667,122959.333333333,58746.3333333333
1993,9844,71697.3333333333,169007.333333333,124529.333333333,59238
1994,12020.3333333333,54056.3333333333,291135,90863,44093.6666666667
1995,13676.3333333333,64671.6666666667,404893.666666667,55922.6666666667,11390.3333333333
1996,14817,67672,476929.333333333,34005,10550.3333333333
1997,11659.3333333333,78543,470618.666666667,30407.3333333333,13263.3333333333
1998,11879,79295.3333333333,463615.666666667,55252.3333333333,13867
1999,13943.3333333333,82482.3333333333,449104.333333333,69473.6666666667,13750.6666666667
2000,19580.6666666667,73534.6666666667,482972.333333333,94532.3333333333,14533.3333333333
2001,19008,64194.6666666667,477721.666666667,89846.6666666667,47571
2002,15587.3333333333,52430,482539.333333333,66353.3333333333,48842.3333333333
2003,11934,49614.6666666667,482331.666666667,51608.3333333333,48590
2004,13286.6666666667,48903.6666666667,535823.333333333,45693.3333333333,12627.3333333333
2005,16996,49318.3333333333,563292.333333333,48785,11333.3333333333
2006,19869.3333333333,52318,556815.333333333,52464.3333333333,8726.33333333333
2007,22896.3333333333,64039.6666666667,548610,48016.6666666667,9060
2008,22172,74146.3333333333,486705,61300,39146.6666666667
2009,18303,81342,481826,86342.3333333333,39409
2010,11497,78974,492265,126816,8126
