Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,8330,244222,0
1951,0,253,28142.3333333333,280770.666666667,0
1952,0,342.666666666667,39354,309505.333333333,0
1953,0,697.666666666667,50201.6666666667,332962.666666667,0
1954,0,3292.66666666667,56194,366613.666666667,0
1955,0,6331.33333333333,63196.6666666667,414278.333333333,0
1956,0,8836.66666666667,60131,454063,0
1957,0,14095.3333333333,62307.6666666667,464736.333333333,0
1958,0,11169,79481,428642,0
1959,0,8342.33333333333,98620.3333333333,392932.666666667,0
1960,0,586.666666666667,115436.666666667,372459.333333333,0
1961,0,598.666666666667,108339.333333333,385648,0
1962,0,3632.66666666667,101641.666666667,431938,0
1963,98,14938.6666666667,81570.6666666667,472344.666666667,0
1964,193.666666666667,22255,73194.3333333333,528175.666666667,0
1965,273.666666666667,27573,52891,559588.666666667,0
1966,193.666666666667,28323.3333333333,147367.666666667,487845.333333333,0
1967,124,31156,138221.333333333,513591.666666667,0
1968,98.6666666666667,32454.6666666667,258308,429099.333333333,0
1969,99,30176.3333333333,195670.666666667,529506,0
1970,103,30740.6666666667,299528,440781.333333333,0
1971,76.6666666666667,31174.3333333333,331052,453501.333333333,0
1972,85.6666666666667,33765.3333333333,500380.333333333,350019.333333333,0
1973,80.6666666666667,31454,612963.333333333,315358.666666667,0
1974,100.666666666667,31567.6666666667,670808,280466.333333333,0
1975,938.666666666667,35984.6666666667,630852.333333333,304758.666666667,0
1976,1011.66666666667,43516.6666666667,485105.333333333,446914,0
1977,1204.33333333333,56046.6666666667,402808.333333333,574077.333333333,0
1978,415.666666666667,61677,477154.666666667,591462,0
1979,377.666666666667,67580.6666666667,596160,539054.666666667,0
1980,208,68201,720737,462087.666666667,0
1981,385.666666666667,67066.3333333333,733676.333333333,470519.333333333,0
1982,2208.66666666667,61258,779509.333333333,430344,0
1983,2349.33333333333,56142.3333333333,881637.666666667,390493.333333333,3205.33333333333
1984,2288.33333333333,44516,952910.333333333,366666,7122.33333333333
1985,737.333333333333,38594.3333333333,980288.666666667,418084,10635.6666666667
1986,816.333333333333,36509.6666666667,884012.666666667,527610.666666667,11632
1987,970.333333333333,43115.3333333333,822050.666666667,619166.666666667,13280
1988,1125.66666666667,49559.3333333333,854378.666666667,629896,14485.6666666667
1989,1186,47241.3333333333,848731,678954,15803.3333333333
1990,880.666666666667,47348.3333333333,933995,612519.333333333,18095.3333333333
1991,768.666666666667,92779.6666666667,882684.333333333,556890.666666667,20294.6666666667
1992,647.333333333333,126499,893227.333333333,485000.666666667,22159.6666666667
1993,2425,154444.666666667,945310,449368.666666667,21051.6666666667
1994,9441.66666666667,118850.666666667,1136584.66666667,405005.666666667,23319.6666666667
1995,16381.3333333333,99230.3333333333,1260169.66666667,319732,26852.6666666667
1996,14965,98515.6666666667,1375658,287466,48918.6666666667
1997,19070.3333333333,132161.333333333,1411329.66666667,256863.666666667,53366.3333333333
1998,12421,139402.333333333,1544145,231978.333333333,69410.6666666667
1999,22675.6666666667,128737.333333333,1589564.33333333,230370,44551
2000,22572.3333333333,106509.666666667,1685003.66666667,223630.666666667,45260.3333333333
2001,30742.6666666667,130962,1540023.33333333,210120.333333333,22033.3333333333
2002,27825.6666666667,158251.333333333,1449274,199957,20810
2003,24714,166933,1365545.33333333,198083.333333333,19307.6666666667
2004,24535.6666666667,153351.333333333,1474302,190344,26477.3333333333
2005,17552,138470,1450622,192382.333333333,45438.3333333333
2006,10052.6666666667,129702.666666667,1495201,217970.333333333,59129
2007,1954.66666666667,120443.666666667,1538361.66666667,254897.333333333,73666
2008,1435,185049.666666667,1522252,283380.333333333,76113.6666666667
2009,1212.33333333333,188077.666666667,1511954,295630.666666667,73237
2010,1681,122890,1591229,310333,70965
