Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,107094,234384,0
1951,0,0,180064.666666667,291381,0
1952,0,0,238492,343150,0
1953,0,0,212238.666666667,425536.333333333,0
1954,0,0,272728.666666667,448582.666666667,0
1955,0,0,249751.333333333,510420.666666667,0
1956,0,591.666666666667,360594.666666667,488391,0
1957,0,1106,394039,487927.333333333,0
1958,0,1453.33333333333,484123.666666667,469406,0
1959,0,19183.6666666667,463693.333333333,491688,0
1960,0,19147,522482.666666667,493239.666666667,0
1961,0,31222.6666666667,545042,486851,0
1962,0,33989.6666666667,590505.333333333,500573.333333333,0
1963,0,74514,455081.333333333,604726.666666667,0
1964,0,89941.3333333333,431037.666666667,677908.333333333,0
1965,0,86006.6666666667,417762.333333333,791206,0
1966,0,48821,542705,944264,0
1967,0,59745,595510.333333333,1193693.66666667,0
1968,0,46518,660230,1446048,0
1969,0,81418.6666666667,1165919,1133183.66666667,0
1970,30.3333333333333,67261.6666666667,1830228.33333333,740398,0
1971,61,104327.333333333,2499355,277823.666666667,0
1972,80.6666666666667,91802,2903308,281162,0
1973,84,147571.666666667,3044444.66666667,286937.333333333,0
1974,1254.66666666667,128931,3224945.33333333,309195.666666667,0
1975,2396,185561,3106870.66666667,324771.333333333,0
1976,3025.66666666667,159271.666666667,2951844.66666667,344891.333333333,5609
1977,1999.33333333333,219553,2551587.66666667,373037.666666667,9143
1978,1491,204567.666666667,2295846,410841,13593.3333333333
1979,1515.33333333333,255844,2149803,456150.666666667,11493.6666666667
1980,2226.66666666667,245584.333333333,2297630,422769.333333333,11630.6666666667
1981,2339.66666666667,261636,2469201.33333333,341374,10286.3333333333
1982,2102.66666666667,229947.333333333,2737988.66666667,242170.333333333,11570.3333333333
1983,2042.66666666667,238778,3073596,194766,12049.3333333333
1984,2602.33333333333,220374.666666667,3361066,192443,13211.3333333333
1985,3018.66666666667,194746.333333333,3710217.66666667,187665,12717
1986,2805,179251.666666667,3808518.33333333,198245.333333333,12660.3333333333
1987,2470.33333333333,202085.333333333,3864355.66666667,194491,11082.3333333333
1988,3318,229045.333333333,3728492.33333333,236921,9960.33333333333
1989,3569.33333333333,245502.666666667,3480923,285777.666666667,9482.66666666667
1990,6160.66666666667,268106.666666667,2835893.66666667,259520.333333333,8092.66666666667
1991,8341.66666666667,302532.666666667,2267392.66666667,201386.666666667,7607
1992,11422.3333333333,738724.666666667,1386441,113221.333333333,4967
1993,30813.6666666667,1069868.33333333,922600.666666667,108517.666666667,4553
1994,43962.6666666667,1460564,461854.333333333,100612.333333333,3692
1995,47231,1475493.33333333,487516,111920.333333333,16881
1996,34839.3333333333,1493866,405490.333333333,112722.666666667,18887.3333333333
1997,21979,1406839,328226.666666667,105296.666666667,28540.3333333333
1998,20647,1208400,247654.333333333,96940,27318
1999,13415,1020081.66666667,267918.333333333,100984,41844
2000,14380.3333333333,859640,240037,99464,43128
2001,14960,774844.333333333,288952,124633.666666667,59961.3333333333
2002,22132.3333333333,824978,414241.333333333,198390,70012
2003,27437.3333333333,868934.666666667,565726.333333333,278982.333333333,84390
2004,30395.6666666667,900315,687844,332809.333333333,83219.3333333333
2005,30841.3333333333,843589.333333333,755785.333333333,348696.666666667,80126.3333333333
2006,33404.3333333333,841444.666666667,791996,340340.666666667,71885.6666666667
2007,34620,876277,783196.333333333,336421.666666667,62946.6666666667
2008,33674,929846,750705,322539.666666667,57508.3333333333
2009,32402,1012388,744253,336287.333333333,54764.6666666667
2010,35237,1131072,737573,351909,48483
