Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,136281,0
1951,0,0,0,129109.333333333,0
1952,0,0,0,131715.666666667,0
1953,0,0,0,135008.666666667,0
1954,0,0,0,126390.666666667,0
1955,0,0,0,124039,0
1956,0,0,1568,141126,0
1957,0,0,4404,164042.666666667,0
1958,0,0,6454,181582.666666667,0
1959,0,0,7283.66666666667,199639.333333333,0
1960,0,1198,6415.66666666667,219800.666666667,0
1961,0,1198,19019.3333333333,252310,0
1962,0,3053.66666666667,26768.6666666667,280895.666666667,0
1963,0,3521.33333333333,32158.6666666667,319097.333333333,0
1964,63.6666666666667,6487,21306.6666666667,351730.333333333,0
1965,94.3333333333333,7054.66666666667,16748.6666666667,398983.666666667,0
1966,146.333333333333,8001,14527.3333333333,452303,0
1967,223.333333333333,7156.66666666667,16801.3333333333,519607.333333333,0
1968,266.333333333333,7230.33333333333,16962.6666666667,621293.333333333,0
1969,306,6737.33333333333,216534.333333333,709760.333333333,0
1970,165.333333333333,6505.33333333333,408179.333333333,832738.333333333,183.333333333333
1971,431,7004,640887.666666667,897481.333333333,386.333333333333
1972,566,7760.66666666667,828929,894891,641
1973,837,9330.33333333333,1012601.33333333,870203.333333333,856.333333333333
1974,979.333333333333,11842.3333333333,1235615.66666667,790584.666666667,1000.33333333333
1975,1227.33333333333,18376.6666666667,1286934,807123.666666667,869
1976,1159.66666666667,38877.3333333333,1312831.66666667,774523,607.666666666667
1977,971,65742.6666666667,1015913,881258.333333333,423
1978,2192,102939.333333333,648396,948209.333333333,395.666666666667
1979,3890.33333333333,123623,357374,1115073,442
1980,4837.33333333333,130740,281994,1170491,723
1981,4072.33333333333,144257.333333333,369353.666666667,1107003.33333333,867
1982,2680.66666666667,149632,337681.333333333,1062737,1996.33333333333
1983,2447,169832,363688.333333333,968762,2174
1984,4626.33333333333,161585,276921.333333333,1045349.33333333,3900
1985,5613,169802,406271.666666667,926964.333333333,5024.33333333333
1986,5610.66666666667,162459.666666667,662375.666666667,802937.666666667,6450
1987,4868.33333333333,157612.666666667,1169009.33333333,557250.666666667,6302.66666666667
1988,5379,144974,1605033,392266,5606.33333333333
1989,8247.66666666667,130877,1888698.33333333,329701.333333333,6574
1990,8678.33333333333,166502.666666667,1902905.66666667,308304.666666667,8116
1991,15652.3333333333,194930,1614578.33333333,329169,9485
1992,17413.3333333333,263678.666666667,1198427.66666667,318926,9863
1993,21504.6666666667,286112.666666667,860335.666666667,320860.333333333,9234
1994,18095.6666666667,342113.333333333,799899,307904.333333333,9047.33333333333
1995,19281,278072.666666667,1016013,281216.666666667,9896.33333333333
1996,14761,215315,1205710,279469,25185.3333333333
1997,12108.6666666667,150186,1364858,271083.666666667,61272.6666666667
1998,8537.33333333333,355018,1268113.66666667,258195,63033
1999,8389,361805,1329237.33333333,248557.333333333,88462.3333333333
2000,7770,441841,1345286,251606,93165.6666666667
2001,12654.6666666667,287678.333333333,1407884.66666667,266134.666666667,124846.666666667
2002,16159.6666666667,360056.333333333,1287917,239478.666666667,112401.666666667
2003,27144,267995.666666667,1247854,217020.333333333,97607.6666666667
2004,25372,299061,1190512.33333333,228830,89913.3333333333
2005,31578,456277,938715.333333333,246577.333333333,85160.6666666667
2006,27057.6666666667,479516.666666667,893575,275037.333333333,92213.6666666667
2007,30955.6666666667,435928.666666667,957429,320382,97026.3333333333
2008,28962.6666666667,253021.666666667,1270152.66666667,399282.333333333,110290.666666667
2009,28062.3333333333,268022.333333333,1373729,470127.333333333,112690.666666667
2010,23594,273333,1484328,540012,115119
