Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,101118,227446,0
1951,0,33,151500.333333333,212106,0
1952,0,61,228201,186053,0
1953,0,1165,311722.333333333,144384,0
1954,0,8255.66666666667,274250.666666667,167693,0
1955,0,15956,224647,183846,0
1956,0,29718.6666666667,150794.333333333,206402.666666667,0
1957,0,31879,170402.666666667,200701.666666667,0
1958,0,32285.6666666667,162931.666666667,207102.666666667,0
1959,92.6666666666667,29856,191494.333333333,224099.666666667,0
1960,451.333333333333,25036,179486,263447.333333333,0
1961,802.333333333333,21192,178982,272592.333333333,0
1962,1045.33333333333,13906,148725.666666667,277847.666666667,0
1963,952.666666666667,18226.3333333333,156861.666666667,253864.333333333,0
1964,1112.33333333333,30966.3333333333,174926.666666667,245666,0
1965,1189.66666666667,45853.6666666667,174818.666666667,274347.666666667,0
1966,1063.33333333333,49261.6666666667,180663.333333333,290332.666666667,0
1967,697,50349.3333333333,151730.333333333,336399.333333333,2544.33333333333
1968,443,41911,222298.666666667,302207.666666667,5831
1969,556.333333333333,43049.6666666667,268334.333333333,322894,9226.66666666667
1970,578.333333333333,36277.3333333333,378973,311890.666666667,10465.3333333333
1971,646,34211.6666666667,461902.333333333,374835.666666667,11502.6666666667
1972,587.333333333333,29798.6666666667,573444,416863,11214
1973,630,36410.6666666667,696827.666666667,401993,11740
1974,688.333333333333,44330.3333333333,847638.666666667,359929.666666667,10269.6666666667
1975,688.333333333333,52752.6666666667,1064581.66666667,238609,9004.66666666667
1976,733,81546.3333333333,1028114.33333333,205046.333333333,8531.66666666667
1977,954.666666666667,97836.3333333333,991589.666666667,159843.666666667,8126.33333333333
1978,1079.33333333333,112135.333333333,882886.333333333,178623.333333333,9286.33333333333
1979,1335,98339.6666666667,969211.333333333,185616.333333333,9447
1980,1244.33333333333,104957,965441,199932,9189
1981,1346,128835.666666667,921319.333333333,227965.333333333,9362.66666666667
1982,1918,155319.333333333,858139.333333333,248853.333333333,6188.66666666667
1983,4006.66666666667,182589.666666667,797561.333333333,274698.333333333,5638
1984,6110.66666666667,198061.333333333,738516,277519.666666667,3183
1985,7709.66666666667,198799.333333333,741431.666666667,254876.666666667,2488.33333333333
1986,5904,170711.333333333,766709,254664.333333333,1813.33333333333
1987,4380.33333333333,161535.333333333,803698,264591,1712
1988,3853.33333333333,155690.333333333,778062,310790.666666667,3048.33333333333
1989,7765.33333333333,275934.666666667,615069,331310.666666667,4015
1990,9882.66666666667,370557,525597.333333333,265601,5367.66666666667
1991,10044,389628.666666667,552007.666666667,202306,4688
1992,9331.66666666667,301914,735494.666666667,137496.333333333,3893.33333333333
1993,7831.33333333333,227071,862893.333333333,152931.666666667,2619.33333333333
1994,6748.33333333333,233378.333333333,938346.666666667,165565,3340.33333333333
1995,3970,316415.333333333,869379.333333333,174941.333333333,3844.66666666667
1996,3954.33333333333,387799,835557,137812.333333333,4924.66666666667
1997,4217.66666666667,386940.666666667,862958,95493,3782.33333333333
1998,5942.33333333333,443124,748306.666666667,64053.6666666667,3131.33333333333
1999,5963.66666666667,483942.333333333,674864.333333333,60530.6666666667,2885
2000,7262.66666666667,628901.333333333,466842,58669,3700.33333333333
2001,7080,615525.333333333,460413.333333333,87752.3333333333,4791.33333333333
2002,8921.33333333333,605419.666666667,435811,91576.3333333333,5175.33333333333
2003,13520.6666666667,557638.666666667,424266.666666667,98404.6666666667,6750.66666666667
2004,14921.3333333333,524895,478504.333333333,62498,10661.6666666667
2005,16823,481881,494971.666666667,72767,14922.3333333333
2006,15191,454578.666666667,515411.333333333,73343.3333333333,18579.6666666667
2007,20073.3333333333,447023.333333333,495937,75585.3333333333,15382
2008,23600.6666666667,508342.666666667,390761,74024.3333333333,11924.6666666667
2009,27688,475409.333333333,396547,79618.3333333333,9586.66666666667
2010,29546,347388,527590,88462,12220
