Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,24014,0
1951,0,0,0,89932,0
1952,0,0,0,126581.333333333,0
1953,0,0,0,136129.333333333,0
1954,0,0,1351.33333333333,141368.666666667,0
1955,0,0,2915.66666666667,145848.666666667,0
1956,0,0,4823.66666666667,145378.666666667,0
1957,0,0,5398.33333333333,147057.333333333,0
1958,0,0,5540.33333333333,146041,0
1959,0,0,5262.33333333333,146183.666666667,0
1960,0,0,7334,155176,0
1961,0,0,10085,168258,0
1962,0,0,12957.6666666667,181934.333333333,0
1963,0,469.333333333333,11142.3333333333,187889,0
1964,0,905,9078.66666666667,198824.666666667,0
1965,0,1449,7167.33333333333,216542.333333333,0
1966,0,1344,7435.33333333333,225801,0
1967,0,1190.33333333333,7635.33333333333,232512.333333333,0
1968,0,878.666666666667,11143.6666666667,235331.666666667,0
1969,0,803.666666666667,12175.6666666667,242889.666666667,0
1970,0,799.333333333333,13100.6666666667,248168,0
1971,0,863,10164,255320.333333333,0
1972,0,867.333333333333,14420.3333333333,271127.333333333,0
1973,0,871,18544.6666666667,299140.666666667,0
1974,0,1627.66666666667,21659,319733.333333333,0
1975,304,1334,22249,345225.333333333,0
1976,397.666666666667,1366.33333333333,99404,386396,0
1977,508,921.666666666667,197062.666666667,415221.333333333,0
1978,343.333333333333,4805,286080.333333333,434486.333333333,0
1979,321,21208.3333333333,263080.666666667,439297,0
1980,213.666666666667,26012.3333333333,252163.666666667,461669,0
1981,400,38337.6666666667,241567,483527.666666667,0
1982,709.666666666667,42007.3333333333,300675.333333333,474732.333333333,0
1983,1055.33333333333,54232.6666666667,312507.333333333,493894,0
1984,1012.33333333333,52075.3333333333,336817.666666667,504640.666666667,0
1985,924,49655.6666666667,327449,540437.666666667,0
1986,889.666666666667,52494.6666666667,361203,530722.333333333,0
1987,1221.33333333333,60684.3333333333,412627.666666667,520105.666666667,0
1988,1803.66666666667,48640.6666666667,486808,508574.666666667,0
1989,2173.66666666667,47046.6666666667,521689,519679.333333333,0
1990,2023.33333333333,38952,604315,493042.333333333,361.666666666667
1991,1641.33333333333,40480.6666666667,681275,484020.666666667,880.333333333333
1992,1112,38554.3333333333,777017,448657.666666667,1075
1993,809.333333333333,39590.3333333333,819418,467437.333333333,1606.66666666667
1994,854.666666666667,49362.6666666667,874417.666666667,453214.666666667,1272.33333333333
1995,1047.33333333333,51417,933033,451416.333333333,1356.33333333333
1996,960.333333333333,55260.6666666667,980436.333333333,449937,1123.66666666667
1997,765,65449.3333333333,1015373.66666667,433258.666666667,1359.66666666667
1998,2457,60861,900370.666666667,420815,1653.66666666667
1999,4877,53800,807060.333333333,380241.333333333,1419.33333333333
2000,8746.33333333333,43268.3333333333,725967,364180,3500.66666666667
2001,7729,44940,801828.333333333,357640.333333333,5757.33333333333
2002,6852.66666666667,48376.6666666667,857747.666666667,359831,7604
2003,3244,40695,893623.666666667,361757.333333333,10503
2004,3023.33333333333,31348,895406.333333333,363279.666666667,13562
2005,1571.66666666667,31700.3333333333,857379,375511,17998
2006,1473.33333333333,47868.3333333333,806263.666666667,375343.333333333,20923.6666666667
2007,1203.66666666667,76729.3333333333,760093.333333333,367302.666666667,18423.3333333333
2008,1570,113854.333333333,720416.666666667,362501,18270
2009,1637.33333333333,132974,701765.666666667,377794,15045.6666666667
2010,1718,133462,712895,403974,15306
