Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,0,160327,0
1951,0,0,19928.6666666667,178932.333333333,0
1952,0,0,24039.3333333333,208535.666666667,0
1953,0,0,14516.3333333333,248034,0
1954,0,0,12418.3333333333,268844.666666667,0
1955,0,0,14441,292915,0
1956,0,0,17227,310562,0
1957,0,0,19160,334379.333333333,0
1958,0,0,24732.6666666667,350757,0
1959,0,83,61883.6666666667,357601.666666667,0
1960,0,157.666666666667,96307,377616,0
1961,0,157.666666666667,129674.333333333,402644.666666667,0
1962,0,216.666666666667,138497.666666667,437107.333333333,0
1963,0,1459,179129.333333333,465332.666666667,0
1964,0,13479.3333333333,255009.666666667,464906.333333333,0
1965,0,13430.6666666667,320468.333333333,398231.333333333,0
1966,0,40947,306634.333333333,316142,0
1967,0,63595.3333333333,251829.666666667,257209.333333333,0
1968,0,79472.3333333333,198714,268234,0
1969,0,67666,207205.666666667,314040.666666667,0
1970,29.6666666666667,61657.3333333333,202732.666666667,350220.333333333,0
1971,63,63230.3333333333,219816,411454.333333333,0
1972,2482,62130,192866.666666667,419936.666666667,0
1973,5681,55348,178033.333333333,476874.666666667,0
1974,7083,59496,137953.333333333,493993.333333333,0
1975,6363.66666666667,66753.3333333333,129688.333333333,578212.333333333,0
1976,3956.66666666667,52529.6666666667,142727.333333333,607749.333333333,0
1977,3198,54637.3333333333,150079.666666667,590066,0
1978,2363.66666666667,44531.3333333333,163574,516016.666666667,0
1979,2261,57842.3333333333,171286,443934,0
1980,2182,68909.3333333333,201955.666666667,413586.333333333,0
1981,2058.66666666667,80614.3333333333,203450,537724,0
1982,1979.66666666667,89196,468419.333333333,471457,0
1983,4490.66666666667,81745.3333333333,817904.333333333,400207,74
1984,6399,87756.3333333333,1274581.33333333,178771,162.333333333333
1985,6651,91680,1565184.33333333,172929.333333333,252
1986,4917,98484,1728206,191278.333333333,330.666666666667
1987,4501,98582.3333333333,1757215.66666667,226141,259.666666666667
1988,8692.66666666667,92432,1602715.66666667,187586,289
1989,13293.6666666667,77556,1520348.33333333,128062.333333333,1387
1990,14811.3333333333,77603,1416338.66666667,68751.3333333333,2449.66666666667
1991,14749,72448.3333333333,1430270.33333333,70612.6666666667,4184
1992,13627.6666666667,96564.3333333333,1418726.33333333,66052.6666666667,4996
1993,15360.3333333333,103713,1492964.66666667,44735,5749
1994,16462.3333333333,129170.333333333,1527776.66666667,19124.6666666667,6767.33333333333
1995,16364.6666666667,132363,1510388.33333333,6904.33333333333,10498.3333333333
1996,18915.6666666667,138877,1447634.66666667,8728.66666666667,11593
1997,19824,161060,1348207.33333333,4869.33333333333,12364
1998,24077.6666666667,385767,1047204.66666667,6816.66666666667,9972.33333333333
1999,24024,377983,979829,28586,8768
2000,25762,383064.666666667,982392,30228.3333333333,8857.66666666667
2001,25943,197242.333333333,1202354.33333333,29673.3333333333,9753
2002,23652.3333333333,235103.666666667,1252598,6433.33333333333,16560
2003,19499,206355.333333333,1283405,4177.33333333333,20890.6666666667
2004,16340,171989.333333333,1356396.33333333,2838,23157
2005,16986.3333333333,151243,1369568.66666667,3039.66666666667,21166
2006,18889.3333333333,136563.666666667,1280264.33333333,3645.66666666667,19953.6666666667
2007,17848,311336,925667.666666667,4243.66666666667,19328.6666666667
2008,17272.3333333333,462739.333333333,572994.666666667,4927.33333333333,17035
2009,17405.3333333333,629518.666666667,328654,5383.66666666667,15014.3333333333
2010,19957,594718,353122,5736,14490
