Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,220664,104520,0
1951,4,5354.33333333333,195982,102819.666666667,0
1952,4,5364.33333333333,178401.666666667,110115.333333333,0
1953,4,5369.66666666667,151774.333333333,125366,0
1954,6.33333333333333,28168.3333333333,132228.333333333,122012.333333333,0
1955,6.33333333333333,32753.3333333333,119320,126879,0
1956,8.33333333333333,61004.3333333333,67362,139315.666666667,0
1957,4,38830.6666666667,99096,149538,0
1958,4,40827,104465,154670.666666667,0
1959,2,42045,118732.666666667,153257.333333333,0
1960,0,42892.6666666667,133593.666666667,165418.333333333,0
1961,0,42472,172898,178770,0
1962,0,17412.3333333333,244260.333333333,208768.333333333,0
1963,0,18063,308230.333333333,229759.333333333,0
1964,1346.33333333333,13276.6666666667,339012.333333333,232004.333333333,0
1965,2727.33333333333,28957.6666666667,321092.333333333,208570,0
1966,4210.33333333333,68231.6666666667,213814,198938.333333333,0
1967,3644,101914.333333333,100508.333333333,226182.666666667,0
1968,3645.66666666667,110265.333333333,47662,264818,0
1969,2997.66666666667,103848.333333333,60186,352037,0
1970,2822,97710.6666666667,87540.3333333333,395261.666666667,0
1971,2478.66666666667,108111.666666667,224937.666666667,340732,1247.33333333333
1972,4053.66666666667,99822.6666666667,203979,284237.666666667,1247.33333333333
1973,4880.66666666667,99479.6666666667,191324,296859.666666667,1247.33333333333
1974,12147.3333333333,78588,53922,403060,0
1975,18554,68293,56636.3333333333,474194,0
1976,20689,58987,52107.6666666667,388107.666666667,0
1977,14749,56050.6666666667,168614.666666667,298995.333333333,1243
1978,7643.66666666667,60349.6666666667,331013.666666667,175324,3927.33333333333
1979,6441.66666666667,60742.3333333333,514814.666666667,155798.333333333,8559.33333333333
1980,6309,71454.6666666667,635198,158725.666666667,12227
1981,6148,66419,598998,183932.333333333,15688
1982,6542.66666666667,68021.6666666667,617261.333333333,191889.666666667,14727.3333333333
1983,6010.33333333333,62493.6666666667,610238,179572.666666667,14543
1984,5573.33333333333,60622.3333333333,762811.333333333,137372.666666667,15750.6666666667
1985,4370,59101.6666666667,903653.666666667,105218,19166
1986,4744,59046,1041278.33333333,68390.6666666667,19163.3333333333
1987,7089.66666666667,57570,1128575.33333333,49785,18243
1988,10136,60688.6666666667,1192182.66666667,39216,17484.6666666667
1989,14993.3333333333,58029.6666666667,1220459,29119.6666666667,21676.6666666667
1990,15531.6666666667,77034,1171070.66666667,23178,22001.6666666667
1991,16421.3333333333,77029.3333333333,1095883,13634.3333333333,24097.3333333333
1992,15235,96080,1012322.33333333,9253.66666666667,19418.6666666667
1993,16030,110567,920503.666666667,2142.33333333333,20742
1994,15393.3333333333,131417.333333333,792818.666666667,5444.66666666667,19973.6666666667
1995,15508,249854.666666667,562063,5422,22758.3333333333
1996,17474,379648,398767.333333333,9819.33333333333,21648.3333333333
1997,18425.6666666667,492977,284017.666666667,9558,19732.6666666667
1998,19241.6666666667,483783.333333333,272353.666666667,14679,19223.6666666667
1999,19365,465855.666666667,229440.333333333,31680.3333333333,19766.3333333333
2000,20695.6666666667,344114.666666667,344770.333333333,31455.6666666667,20305.3333333333
2001,21928.6666666667,246245.666666667,442469,49991.3333333333,20072
2002,23193,117706.666666667,645787.666666667,28127,18087
2003,24910.3333333333,116364,683801.333333333,24951.6666666667,18292.3333333333
2004,24208.6666666667,107618.333333333,757473.666666667,1092.66666666667,17739.3333333333
2005,22902.6666666667,119570,752542.666666667,1026.66666666667,20514.6666666667
2006,27221.3333333333,119914.666666667,702522.666666667,761.333333333333,16419.6666666667
2007,26968,205996.333333333,539440,918,19441.3333333333
2008,26578.3333333333,280617,365686,1061.66666666667,22639.3333333333
2009,20950.6666666667,353754.333333333,245136.666666667,1285,32913.3333333333
2010,22637,322340,261157,1499,37990
