Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,18098,29073,0
1951,0,0,25676,26815.3333333333,0
1952,0,0,30703.6666666667,25177,0
1953,0,0,31648,25019,0
1954,0,0,33750.6666666667,22381.6666666667,0
1955,0,0,34124.6666666667,22444.6666666667,0
1956,92,0,32239,22259.6666666667,0
1957,92,342.666666666667,31594.6666666667,21508,0
1958,184.666666666667,349,32125.3333333333,21404.6666666667,0
1959,162.333333333333,349,35288.3333333333,22931,0
1960,217.333333333333,18.3333333333333,33953.6666666667,27588.3333333333,0
1961,179.333333333333,20,31937,30563.6666666667,0
1962,181.666666666667,28,32783.3333333333,32450,0
1963,189.333333333333,16,34801,31460.3333333333,0
1964,188.333333333333,133,38633.6666666667,30131.3333333333,0
1965,169.333333333333,427,37180.6666666667,28706.6666666667,0
1966,195,575,40860.3333333333,26954,0
1967,240.333333333333,1018,39235.3333333333,29182.3333333333,0
1968,310.333333333333,1237,39443,33051,0
1969,398.666666666667,2149,33669.3333333333,38515.6666666667,0
1970,564.666666666667,2928.66666666667,31030.3333333333,38337.6666666667,0
1971,498.333333333333,4011.33333333333,29616.3333333333,35855.6666666667,37.3333333333333
1972,350.666666666667,5488.33333333333,28591.6666666667,30979.6666666667,37.3333333333333
1973,191.333333333333,5524,25527.3333333333,34028.6666666667,37.3333333333333
1974,244.666666666667,5290.33333333333,31686.3333333333,29630.6666666667,40.3333333333333
1975,265.333333333333,4568,31673.6666666667,36766.3333333333,40.3333333333333
1976,299.333333333333,4494.66666666667,44399.3333333333,28877,40.3333333333333
1977,305.333333333333,4007.33333333333,50961,30719.3333333333,0
1978,341.333333333333,3014.66666666667,63220.6666666667,23792.3333333333,0
1979,347,2539.33333333333,74142.6666666667,20950.6666666667,48
1980,346.666666666667,2597,82301,25514.3333333333,48
1981,374.333333333333,3352,90775.3333333333,25239.3333333333,48
1982,368.333333333333,3559.33333333333,90483.3333333333,28998.6666666667,44.3333333333333
1983,940.666666666667,5027,103470,17642,101.333333333333
1984,1012,20423.6666666667,93444,8973.66666666667,162.333333333333
1985,2281,25633.6666666667,77110,6403.66666666667,118
1986,1831.33333333333,33910.6666666667,45557.3333333333,10131,61
1987,1794.66666666667,31275.6666666667,40337.3333333333,12332.3333333333,46
1988,617.333333333333,35819,38382,9467.33333333333,166
1989,1346.33333333333,30733,36549.6666666667,8775.33333333333,339.666666666667
1990,1377,25172.3333333333,34088.6666666667,9325.66666666667,450.666666666667
1991,1326.66666666667,19677.3333333333,33729.3333333333,10730.3333333333,528
1992,636.333333333333,18150.6666666667,33188.3333333333,12444.3333333333,383.666666666667
1993,781,20984.6666666667,37246.3333333333,13151.3333333333,404.333333333333
1994,1385.33333333333,20913.3333333333,45408.6666666667,9577.66666666667,234.333333333333
1995,1426,21895.6666666667,46728.6666666667,5545.33333333333,415.666666666667
1996,1318.33333333333,12957.3333333333,40777,6068,403
1997,803.333333333333,13613,31590.6666666667,11078,639
1998,1117.33333333333,12045,28550,12959.6666666667,458.333333333333
1999,1279,13460.3333333333,41773.3333333333,8678.33333333333,773
2000,1428,11975,50431.3333333333,3565.66666666667,956
2001,1318,13466.3333333333,58542.6666666667,216,1415
2002,1252,13262.3333333333,55459.3333333333,183.666666666667,1381.66666666667
2003,1184.66666666667,16752.3333333333,47424.6666666667,158,1590.33333333333
2004,1727.33333333333,17716.6666666667,38883,153,1567
2005,1867,18843,29410.3333333333,442.666666666667,1601
2006,1850.33333333333,15217.6666666667,29203.6666666667,388.666666666667,1225.66666666667
2007,1062.66666666667,13106.3333333333,29668.6666666667,337.333333333333,1151.33333333333
2008,854,12067.3333333333,31140.3333333333,0,1154.66666666667
2009,783.666666666667,15365.6666666667,26334,0,1287
2010,794,22687,17238,0,1236
