Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,1091,2044,0
1951,0,0,1164.66666666667,2468.66666666667,0
1952,0,0,1173.33333333333,3064.33333333333,0
1953,0,0,1516.33333333333,3547.66666666667,0
1954,0,0,1687.33333333333,3666.33333333333,0
1955,0,0,2025,3611.66666666667,0
1956,0,0,2122,3762.33333333333,0
1957,0,0,2848.33333333333,3686,0
1958,0,0,3934.33333333333,4387.33333333333,0
1959,0,0,4355,5668.33333333333,0
1960,0,0,5363,6042,0
1961,0,0,5820.33333333333,6109,0
1962,0,0,6011.33333333333,6341,0
1963,0,0,7225,6234.33333333333,0
1964,0,0,8327.66666666667,6032.66666666667,0
1965,0,0,11505.3333333333,4465,0
1966,0,0,12627,4737,0
1967,0,0,14420,4259.33333333333,0
1968,0,0,14233.3333333333,4082,0
1969,0,14,12593,4553.33333333333,0
1970,0,473.666666666667,11030.6666666667,4620.33333333333,0
1971,4.66666666666667,473.666666666667,10784,5087.33333333333,0
1972,8.66666666666667,996,10722,4221.33333333333,0
1973,8.66666666666667,628.333333333333,10464,4461.66666666667,0
1974,4,968.333333333333,8135.66666666667,5235.66666666667,0
1975,23.6666666666667,1007.66666666667,7846,5516.66666666667,0
1976,23.6666666666667,1060,8889.33333333333,5350,0
1977,81.6666666666667,1195.66666666667,10915.3333333333,4577.66666666667,0
1978,88.3333333333333,1046.33333333333,10916.3333333333,4647.66666666667,0
1979,102.666666666667,1372.33333333333,10474,4591.33333333333,0
1980,60,1386,11135.6666666667,4354.33333333333,0
1981,53,1436.66666666667,14647.6666666667,3877.66666666667,0
1982,61.3333333333333,1203,17054.6666666667,3702.33333333333,0
1983,86.6666666666667,940,18661,4035,7
1984,130,658,17837.3333333333,4220.66666666667,14.3333333333333
1985,152.666666666667,1580.66666666667,15826.3333333333,4652.66666666667,24.6666666666667
1986,154,2378.66666666667,14451.3333333333,4831.66666666667,30.6666666666667
1987,131.333333333333,2945.66666666667,14170.3333333333,5374.33333333333,37
1988,242.666666666667,3531.33333333333,12143,5822.66666666667,38
1989,379,3606.33333333333,12062.3333333333,5716.66666666667,39.6666666666667
1990,406,3771.66666666667,12880.3333333333,6142,457
1991,573.666666666667,2854.33333333333,15230.6666666667,6344,537
1992,734.666666666667,2805.33333333333,14887.6666666667,6673.66666666667,598
1993,879,2796,12842.6666666667,6308.33333333333,185.666666666667
1994,750,2219.66666666667,12492.6666666667,6120,540.666666666667
1995,637.333333333333,1798.33333333333,11925.3333333333,5996.33333333333,855
1996,672.666666666667,1458,11728,5968.66666666667,1159.66666666667
1997,675.333333333333,1796,12048.6666666667,4780.66666666667,980
1998,647.666666666667,2361.66666666667,12854.6666666667,3786.66666666667,974.333333333333
1999,595,2455.66666666667,15145.6666666667,2658.66666666667,1118.66666666667
2000,588.333333333333,2310,16315.3333333333,2690.33333333333,1134.33333333333
2001,782.333333333333,1622.66666666667,17787,2957,750
2002,973.666666666667,1524.33333333333,17779,3822,710.333333333333
2003,975,1707,17828.6666666667,5051.33333333333,1146
2004,982.666666666667,2183.33333333333,16291.3333333333,6648,1851.66666666667
2005,744.333333333333,3912.66666666667,13033.3333333333,7211,2536.33333333333
2006,623.333333333333,4926.33333333333,9675.33333333333,7792.33333333333,3050.66666666667
2007,323.666666666667,5941.33333333333,7225.66666666667,7949.66666666667,3571
2008,261.666666666667,5256.66666666667,6590.66666666667,8767,3456
2009,249.666666666667,5583.33333333333,5944,9289.33333333333,3187.33333333333
2010,179,5900,5502,9873,2891
