Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,7311,439575,0
1951,0,0,7182.33333333333,424112.666666667,0
1952,0,0,10687.3333333333,435842.666666667,0
1953,0,0,24239.6666666667,448760.666666667,0
1954,0,738.666666666667,24351.3333333333,482258.666666667,0
1955,306.333333333333,738.666666666667,21827.3333333333,523288,0
1956,572.666666666667,738.666666666667,5932.33333333333,604143,0
1957,572.666666666667,904.333333333333,4130.33333333333,633793.666666667,0
1958,266.333333333333,1687.33333333333,1419.66666666667,606768.333333333,0
1959,0,3100.66666666667,2033.66666666667,615459.666666667,0
1960,0,3108.33333333333,2970,611289,0
1961,0,3091,3234.66666666667,635434.666666667,0
1962,0,2953,3155.33333333333,596638.666666667,0
1963,0,2924.66666666667,8295,644559,0
1964,0,3484,18482.3333333333,691986.666666667,0
1965,0,2849.33333333333,34472.6666666667,757947.666666667,0
1966,0,2475,44451,771537.333333333,0
1967,0,1697.33333333333,118367.333333333,725995,0
1968,0,1976,117382.333333333,731627,0
1969,0,2948,166430.333333333,763066,0
1970,0,7817.66666666667,198110.666666667,828145.666666667,0
1971,0,12448,266895,819504.333333333,0
1972,0,15145.3333333333,370536,776930,0
1973,0,11634.6666666667,424142.666666667,764903.666666667,0
1974,289.666666666667,7807.33333333333,532546.333333333,785465.333333333,0
1975,458,5285,554332.666666667,819221.333333333,0
1976,518,6141.66666666667,553771,852548.666666667,0
1977,312,7190,501134,924333,0
1978,344.666666666667,8229.66666666667,480729.666666667,945302.333333333,0
1979,771,7394.66666666667,468434,936802,0
1980,1799.33333333333,31932.3333333333,490401.666666667,856218.666666667,0
1981,2726.66666666667,57939,460923,861705,0
1982,2755,58070.3333333333,526948,849227.666666667,282.333333333333
1983,2079.33333333333,32752.6666666667,601772.666666667,850555,1270.66666666667
1984,2145.33333333333,5861.66666666667,612272.333333333,893840,1270.66666666667
1985,2506.66666666667,6558,686780,891960,988.333333333333
1986,3728,9704.33333333333,729102.666666667,905088.333333333,100
1987,3731.66666666667,17028.3333333333,924853,824477,100
1988,3941.33333333333,25902.6666666667,1128274,785484.333333333,147.333333333333
1989,2576.33333333333,33662,1320338.66666667,756218.666666667,121
1990,1618.33333333333,64123.3333333333,1431728.33333333,763004.333333333,517.666666666667
1991,1089.33333333333,62111.6666666667,1522427.66666667,743863.333333333,940
1992,1329.66666666667,63836.6666666667,1660136.33333333,678804,1339.66666666667
1993,1653.66666666667,37647.3333333333,1917328.33333333,548035,1444.33333333333
1994,1510.33333333333,46530.6666666667,2052844,490028.666666667,1972.33333333333
1995,1640,42756,2271565,418038.333333333,1913
1996,1782.66666666667,44338,2474415.66666667,350939.333333333,1824.66666666667
1997,1993,53730,2510385,363433.666666667,1706
1998,2176,51798.6666666667,2494021,402821.333333333,1794
1999,2026,106938.666666667,2359462.66666667,439478.666666667,2140.33333333333
2000,5987.33333333333,171452,2204874.33333333,366552.333333333,17578.6666666667
2001,9243.66666666667,227059.333333333,2073524.33333333,285974.666666667,40096
2002,12669,218038.666666667,2003106,232383.666666667,57258
2003,12940.6666666667,218401.333333333,2092459,179946.333333333,60437.6666666667
2004,14365,221677.333333333,2165844.66666667,128148,59881
2005,15814,227371.333333333,2228583.33333333,96728,65623.6666666667
2006,16273,205209.333333333,2214891,92997.6666666667,53255
2007,16260.3333333333,254146.333333333,2082527.33333333,92174.6666666667,35324.3333333333
2008,16403.3333333333,307198.666666667,1919075.33333333,94421.6666666667,19830.6666666667
2009,16146,328746.666666667,1863117.33333333,109597.666666667,20193.3333333333
2010,15175,276467,1886273,132748,22473
