Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,19264,42962,0
1951,0,0,16894,42089,0
1952,0,0,13546,42289.3333333333,0
1953,0,0,10864,41913.3333333333,0
1954,0,0,11248.6666666667,45262.6666666667,0
1955,0,0,12162.3333333333,49132,0
1956,0,366.666666666667,13069.3333333333,60510.6666666667,0
1957,0,366.666666666667,14503.3333333333,69967,0
1958,0,366.666666666667,19219.3333333333,79439.3333333333,0
1959,0,91,22693.6666666667,87043,0
1960,0,443,26461.3333333333,89313,0
1961,0,826.666666666667,32483.3333333333,95735.3333333333,0
1962,0,1875.33333333333,38543.3333333333,95661.6666666667,0
1963,0,1871.66666666667,44205.3333333333,102429.333333333,0
1964,0,3815.66666666667,43019.3333333333,106926.666666667,0
1965,0,3600.66666666667,43406,116555.333333333,0
1966,34.3333333333333,6869,40474.3333333333,120178.666666667,0
1967,79.6666666666667,8937,43690.6666666667,115532.333333333,0
1968,180.666666666667,10992.6666666667,49288.6666666667,105184,0
1969,151.333333333333,10339.3333333333,66728.6666666667,98880.6666666667,0
1970,141.333333333333,8713.33333333333,86361.6666666667,96972,0
1971,50.3333333333333,9124,127209.666666667,94207.6666666667,0
1972,144,10368,141834.666666667,95341.6666666667,16.3333333333333
1973,257,11203.3333333333,158443.333333333,89372,58.3333333333333
1974,384,11670.6666666667,152256,94079,58.3333333333333
1975,330.666666666667,16276,154808,91811.6666666667,60.3333333333333
1976,264.666666666667,19271.3333333333,140596.333333333,93415.3333333333,58.3333333333333
1977,143.333333333333,23430.3333333333,128948.666666667,81286.3333333333,83
1978,225,23419.3333333333,117912.666666667,78592.3333333333,88.6666666666667
1979,387.333333333333,26819.6666666667,104774.333333333,83882,66.3333333333333
1980,688,28579.3333333333,90365,89944.6666666667,63
1981,764.666666666667,30871.6666666667,89061.3333333333,93592,123
1982,718.666666666667,32609,98900.3333333333,88895.3333333333,143.666666666667
1983,645.666666666667,34226.3333333333,108774.333333333,94573,127.666666666667
1984,642.666666666667,37247,109439,92595.6666666667,136.333333333333
1985,1078.66666666667,35658.3333333333,108614.333333333,102088.666666667,228
1986,1201.33333333333,36653,106620.666666667,104965.333333333,275.666666666667
1987,1205,34886.6666666667,105803.666666667,111774.666666667,406.666666666667
1988,942,37644.6666666667,114945,111178,285.333333333333
1989,1125,34984.6666666667,131653.333333333,104607.333333333,279.333333333333
1990,1136.33333333333,35280,139559.666666667,96996.3333333333,249.333333333333
1991,1083.33333333333,42302.6666666667,121919.666666667,92763.6666666667,599.666666666667
1992,1402.33333333333,45583.3333333333,111119.333333333,96621.3333333333,913.333333333333
1993,1548.66666666667,48552,147868.333333333,78868.6666666667,1185.66666666667
1994,1786.33333333333,42721.3333333333,213609,58180,1390.66666666667
1995,1574.66666666667,40953.3333333333,263654.333333333,35715,1662
1996,2109.66666666667,38330,274439.666666667,28201.3333333333,2024.33333333333
1997,2637.66666666667,38502.6666666667,283074.333333333,25530.3333333333,2234
1998,2806,48197.3333333333,266559,16481.6666666667,2584
1999,2840.66666666667,71340,227865.333333333,14139.6666666667,3140.66666666667
2000,2719.33333333333,93988,176767.333333333,5894,3813.66666666667
2001,2484,94024.6666666667,186938,4626,4740
2002,3204,71038.3333333333,228107,3792,5495.33333333333
2003,4261.66666666667,43069,275437.333333333,3469.33333333333,5748
2004,5529,30200,286169.666666667,3905.33333333333,5549.33333333333
2005,5449.66666666667,25618.3333333333,290183.333333333,3385.33333333333,5290.33333333333
2006,5374.33333333333,51378,235463.666666667,2553.33333333333,4833.66666666667
2007,5619.33333333333,73331.6666666667,177995,1473.33333333333,4393
2008,6145.33333333333,90443.3333333333,127961.666666667,1070,3626.66666666667
2009,6205.33333333333,86010,116178.666666667,1135.33333333333,3643
2010,6016,90831,90803,1270,3777
