Year,Collapsed,Overexploited,Exploited,Developing,Rebuilding
1950,0,0,863,3896,0
1951,0,0,1893.66666666667,4262.33333333333,0
1952,0,0,2529.33333333333,4834,0
1953,0,0,2743,4810.66666666667,0
1954,0,70,2132.66666666667,5146.33333333333,0
1955,0,157.333333333333,1610,5007,0
1956,0,227.333333333333,1202,5007.66666666667,0
1957,0,227.333333333333,801.333333333333,5160,0
1958,0,222.666666666667,775.666666666667,5676.33333333333,0
1959,0,338.666666666667,525.666666666667,6672,0
1960,0,454.666666666667,676.666666666667,7258.66666666667,0
1961,0,537.333333333333,301.666666666667,7624.66666666667,0
1962,0,454.666666666667,1619,6927.66666666667,0
1963,0,330.666666666667,3852,6521.33333333333,0
1964,0,289.333333333333,5737,6791.66666666667,0
1965,0,330.666666666667,5868,8120.33333333333,0
1966,0,351.333333333333,5296.66666666667,8586.33333333333,0
1967,0,388,5088.33333333333,8473.66666666667,0
1968,0,386.666666666667,4809.33333333333,8592.66666666667,0
1969,0,533.666666666667,4565,8805.66666666667,0
1970,0,648.333333333333,4699,9403,0
1971,4.66666666666667,762.333333333333,5780,9171.33333333333,0
1972,11.3333333333333,613.666666666667,6793,10571.6666666667,0
1973,18.3333333333333,843,7722,11695.6666666667,0
1974,19.6666666666667,1035.66666666667,8091.66666666667,13294.6666666667,0
1975,13,1386.66666666667,9390,13559.6666666667,16.6666666666667
1976,6,1536.66666666667,14661.3333333333,12645,28.3333333333333
1977,62.6666666666667,1475.33333333333,19310.3333333333,11668,43.3333333333333
1978,158.333333333333,2420,17952.6666666667,10350.6666666667,26.6666666666667
1979,239.666666666667,3009,14218.3333333333,9367.66666666667,25
1980,236.333333333333,4122.33333333333,11461.6666666667,8455,20.6666666666667
1981,289.666666666667,4460.66666666667,14357.3333333333,7437,32
1982,319.333333333333,5134.66666666667,13950.3333333333,7263.66666666667,77.6666666666667
1983,447,5080.33333333333,11978.6666666667,8047.66666666667,138.666666666667
1984,609,3865.33333333333,11969,7976,180.666666666667
1985,688.333333333333,2659.33333333333,14801,8991.33333333333,168.333333333333
1986,705,2843.66666666667,20626,8156,218.666666666667
1987,589,4482.66666666667,26888,7835.33333333333,274.333333333333
1988,699,5116.33333333333,29659.6666666667,6555.33333333333,306.333333333333
1989,639.666666666667,5566.33333333333,47292.3333333333,4696.66666666667,235.666666666667
1990,642,4889.33333333333,74271.6666666667,3921.66666666667,138
1991,1685.66666666667,7035.33333333333,75659.6666666667,2284.33333333333,188.333333333333
1992,4103.66666666667,8563,57255,1742.66666666667,152.333333333333
1993,4187.33333333333,9218,26235.3333333333,1284.33333333333,227
1994,3680.33333333333,6944,23328,1093.66666666667,117
1995,1539,4923.66666666667,21229.6666666667,1040.66666666667,468.333333333333
1996,1603.66666666667,5725.66666666667,17933.3333333333,826,844.666666666667
1997,1626,5090,13226,666,829
1998,1791.33333333333,5200.66666666667,9287.66666666667,510.666666666667,511.333333333333
1999,2209.33333333333,3578.33333333333,6809.33333333333,530.333333333333,85
2000,2083.66666666667,4134,5804.33333333333,612,130.666666666667
2001,2094,3518,6206,801,206.333333333333
2002,1942.66666666667,3671.33333333333,6236,797,319.666666666667
2003,1834.66666666667,4206.66666666667,5576,783,458.666666666667
2004,1837.33333333333,4644.33333333333,4927.66666666667,773,523.666666666667
2005,1497.33333333333,5211,4594,700.666666666667,752.666666666667
2006,1202,5472,4535,464.333333333333,920.333333333333
2007,804.333333333333,6153.66666666667,4696.66666666667,165.666666666667,1237.33333333333
2008,840.666666666667,6044.66666666667,4447.33333333333,0,1142.66666666667
2009,768.666666666667,6238.66666666667,4003.33333333333,0,1195.66666666667
2010,775,6383,3236,0,1216
